,Unnamed: 0,job_title,company,job_location,country,location_type,skills,job_link,employment_type
3299,3299,Senior Software Engineer - Full Stack,Pattern,"Baner, Pune, Maharashtra",India,Domestic,"['Elasticsearch', 'Redis', 'Leadership', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=13095c5e24ef2489&fccid=d21211925975a32a&vjs=3,Part-time
3300,3300,Principal PHP Engineer – Remote,TeamPlus Staffing Solution Pvt Ltd,Remote,India,Domestic,"['Redis', 'Business Intelligence', 'JSON', 'Agile Methodology', 'Application Programming Interface (API)', 'JavaScript (Programming Language)']",https://www.indeed.co.in/rc/clk?jk=3553b027f06ca71f&fccid=ca2f37dcc1820233&vjs=3,Part-time
3301,3301,"Azure Data Engineer (SQL, Power BI)",TVS Next,"Chennai, Tamil Nadu",India,Domestic,"['PySpark', 'Extract Transform Load (ETL)', 'Apache Spark', 'Business Intelligence', 'Communication', 'Leadership', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=06482ace0c7d5ede&fccid=83a42c889f63ae2e&vjs=3,Temporary
3302,3302,Senior Associate-Developer Support-Hyderabad,Genpact,"Hyderabad, Telangana",India,Domestic,"['Negotiation', 'Stakeholder Management', 'Data Analysis', 'Communication', 'Tableau (Business Intelligence Software)', 'Application Programming Interface (API)', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Empathy', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=fdd620546e361a2a&fccid=afe30394bfba1470&vjs=3,Full-time
3303,3303,Principal - Software Engineering - Data Engineer,Fidelity Investments,"Chennai, Tamil Nadu",India,Domestic,"['Extract Transform Load (ETL)', 'Graphical User Interface', 'Shell Script', 'Data Pipelines', 'Data Analysis', 'Linux', 'Communication', 'Git (Version Control System)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=07a52200035ad096&fccid=deb234f9dd3edcea&vjs=3,Internship
3304,3304,Senior Engineer ( Developer) (RM 716),Source-right,"Bengaluru, Karnataka",India,Domestic,"['Model View Controller', 'Computer-Aided Design', 'Automation', 'Jenkins', 'Unit Testing', 'Communication', 'JavaScript (Programming Language)', 'Internet Of Things (IoT)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=39dd9769a9e5c319&fccid=83f459d123058589&vjs=3,Full-time
3305,3305,Lead Software Engineer,UKG (Ultimate Kronos Group),"Noida, Uttar Pradesh",India,Domestic,"['Docker (Software)', 'Linux', 'NoSQL', 'Unit Testing', 'Communication', 'JavaScript (Programming Language)', 'OAuth', 'Kubernetes', 'Network Address Translation', 'SQL (Programming Language)', 'Grafana', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=5e6181799799d8a6&fccid=0d1386ca25efa609&vjs=3,Temporary
3306,3306,Senior Site Reliability Engineer,Athenahealth,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Public Cloud', 'Operating Systems', 'Apache Spark', 'Load Balancing', 'Continuous Delivery', 'Automation', 'Linux', 'Terraform', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Collaborative Software', 'Grafana', 'Network Address Translation', 'JavaScript (Programming Language)', 'Serverless Computing', 'Version Control']",https://www.indeed.co.in/rc/clk?jk=3067aa789823367b&fccid=ca123abbc3ea79a0&vjs=3,Internship
3307,3307,Senior software Engineer - ETL Developer,,"Hyderabad, Telangana",India,Domestic,"['Jenkins', 'Command-Line Interface', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'CI/CD', 'Version Control']",https://www.indeed.co.in/rc/clk?jk=41bce2c80c647338&fccid=dd616958bd9ddc12&vjs=3,Internship
3308,3308,Technical Specialist,Nokia,"Chennai, Tamil Nadu",India,Domestic,"['Linux', 'Virtual Local Area Network (VLAN)', 'Service Level Management', 'Communication', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=e169973498895d26&fccid=3444e7c94299ba32&vjs=3,Internship
3309,3309,Software Engineer II,Bentley Systems,"Kolkata, West Bengal",India,Domestic,"['CompTIA Security+', 'Docker (Software)', 'Agile Methodology', 'Unit Testing', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Digital Twin', 'Kubernetes', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=f015aa0e6e04267b&fccid=389b8a90ef238b4f&vjs=3,Full-time
3310,3310,Sr Technical Product Manager,Wabtec,"Bengaluru, Karnataka",India,Domestic,"['Service-Oriented Architecture', 'Organizational Strategy', 'Product Management', 'Interpersonal Communications', 'Systems Development Life Cycle', 'Persuasive Communication', 'Git (Version Control System)', 'CI/CD', 'Negotiation', 'Leadership Development', 'Automation', 'Jenkins', 'Communication', 'Application Programming Interface (API)', 'JIRA', 'Network Address Translation', 'CompTIA Security+', 'Leadership', 'Business Acumen']",https://www.indeed.co.in/rc/clk?jk=e035869309af2c71&fccid=4f4e9de46f588f62&vjs=3,Part-time
3311,3311,Lead - Systems Engineering,Fidelity Investments,"Bengaluru, Karnataka",India,Domestic,"['Apache Cassandra', 'CompTIA Security+', 'API Gateway', 'Profit And Loss (P&L) Management', 'Cyber Security', 'Incident Management', 'Communication', 'Application Programming Interface (API)', 'Interpersonal Communications', 'Service Level Management', 'OAuth', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=016e9f05afa76ad3&fccid=deb234f9dd3edcea&vjs=3,Contract
3312,3312,Lead I - Cloud Infrastructure Services,UST,"Chennai, Tamil Nadu",India,Domestic,"['Process Improvement', 'CompTIA Security+', 'Nagios', 'Graphical User Interface', 'Operating Systems', 'Stakeholder Management', 'Profit And Loss (P&L) Management', 'Linux', 'Risk Management', 'Communication', 'Command-Line Interface', 'Application Programming Interface (API)', 'Service Level Management', 'Mentorship', 'Performance Management', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=8542b1d67721aec3&fccid=810178099fb1fcbc&vjs=3,Part-time
3313,3313,Software Development Engineer in Test (SDET),Citi,"Pune, Maharashtra",India,Domestic,"['Process Improvement', 'Graphical User Interface', 'Operating Systems', 'Selenium (Software)', 'Data Analysis', 'Profit And Loss (P&L) Management', 'Automation', 'Behavior-Driven Development', 'Communication', 'Research', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=c285af76feb2b308&fccid=5bcd1ef0a7f4fb99&vjs=3,Contract
3314,3314,Lead Software Developer(Hybrid),Collins Aerospace,"Bengaluru, Karnataka",India,Domestic,"['Model View Controller', 'Operational Efficiency', 'Apache Subversion', 'API Gateway', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Test Automation', 'Collaborative Software', 'Service Level Management', 'DevSecOps', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=a97707d859a81d18&fccid=3d30677097704d8f&vjs=3,Full-time
3315,3315,Software Engineer (BackEnd Developer),Maersk,"Bengaluru, Karnataka",India,Domestic,"['Apache Cassandra', 'CompTIA Security+', 'Network Address Translation', 'Software Quality (SQA/SQC)', 'Test-Driven Development (TDD)', 'Docker (Software)', 'Continuous Delivery', 'User Experience (UX)', 'Database Management Systems', 'NoSQL', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'DevSecOps', 'JavaScript (Programming Language)', 'CI/CD', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=19b80bf55077e197&fccid=14e7391c55beeb80&vjs=3,Part-time
3316,3316,Senior Software Engineer - Java Production Support,,"Bengaluru, Karnataka",India,Domestic,"['Agile Methodology', 'Linux', 'Communication', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=8b2b815056aab790&fccid=dd616958bd9ddc12&vjs=3,Contract
3317,3317,Senior Software Engineer (Fullstack Developer),Maersk,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Software Quality (SQA/SQC)', 'Test-Driven Development (TDD)', 'HyperText Markup Language (HTML)', 'Continuous Delivery', 'Docker (Software)', 'Database Management Systems', 'Behavior-Driven Development', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Kubernetes', 'DevSecOps', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=cce0f24b4421da6e&fccid=14e7391c55beeb80&vjs=3,Full-time
3318,3318,Java -Tech Lead,,"Bengaluru, Karnataka",India,Domestic,"['HyperText Markup Language (HTML)', 'Data Pipelines', 'NoSQL', 'Unit Testing', 'Containerization', 'Git (Version Control System)', 'Application Programming Interface (API)', 'Network Address Translation', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=34c8ff5c2fc74d44&fccid=dd616958bd9ddc12&vjs=3,Internship
3319,3319,Senior Software Engineer - Java Fullstack,,"Chennai, Tamil Nadu",India,Domestic,"['Graphical User Interface', 'Containerization', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Project Management', 'Network Address Translation', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=7ff856834cfc78f7&fccid=dd616958bd9ddc12&vjs=3,Part-time
3320,3320,"SRE Technical Leader | AWS, Python | 13-18 years",Cisco Systems,"Bengaluru, Karnataka",India,Domestic,"['Elasticsearch', 'CompTIA Security+', 'Sales', 'Public Cloud', 'Redis', 'Salesforce', 'Automation', 'Terraform', 'Communication', 'Cloud Security', 'SQL (Programming Language)', 'CI/CD', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=dd6e30f601b5e0cd&fccid=dfc44f3b8c44a6db&vjs=3,Part-time
3321,3321,Sales Force DevOps Copado -Senior Engineer - 4 to 6yrs,,"Bengaluru, Karnataka",India,Domestic,"['Continuous Delivery', 'Unit Testing', 'SQL (Programming Language)', 'Version Control', 'Leadership', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Sales', 'Automation', 'Jenkins', 'Application Programming Interface (API)', 'Test Automation', 'JIRA', 'Teamwork', 'Network Address Translation', 'Salesforce', 'OAuth']",https://www.indeed.co.in/rc/clk?jk=7e191541d08cc810&fccid=dd616958bd9ddc12&vjs=3,Contract
3322,3322,Lead Full-Stack Developer,BNY Mellon,"Pune, Maharashtra",India,Domestic,"['Graphical User Interface', 'Apache Spark', 'Docker (Software)', 'Automation', 'Linux', 'NoSQL', 'Apache HBase', 'Jenkins', 'Git (Version Control System)', 'Application Programming Interface (API)', 'JIRA', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=f5e929b6e392c6df&fccid=b4048be2884af072&vjs=3,Part-time
3323,3323,Java Node.js Lead Engineer,,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Salesforce', 'JSON', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Leadership', 'Network Address Translation', 'JIRA', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Teamwork', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=8803e34d2e5493bb&fccid=dd616958bd9ddc12&vjs=3,Internship
3324,3324,BI/DW - ETL Developer Senior,,"Pune, Maharashtra",India,Domestic,"['Extract Transform Load (ETL)', 'Big Data', 'Business Intelligence', 'Data Pipelines', 'NoSQL', 'Communication', 'Git (Version Control System)', 'Service Level Management', 'Data Warehousing', 'Time Management', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Organizational Skills', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=1fab55108e22d138&fccid=dd616958bd9ddc12&vjs=3,Internship
3325,3325,Azure Cloud Data Engineer,,"Bengaluru, Karnataka",India,Domestic,"['PySpark', 'Git (Version Control System)', 'Command-Line Interface', 'Apache Spark']",https://www.indeed.co.in/rc/clk?jk=4b4e62f83116f650&fccid=dd616958bd9ddc12&vjs=3,Full-time
3326,3326,Devops,,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Docker (Software)', 'Time Management', 'CI/CD', 'IBM Z/VM', 'Cyber Security', 'Linux', 'Jenkins', 'Software As A Service (SaaS)', 'Communication', 'Git (Version Control System)', 'Project Management', 'Leadership', 'Kubernetes', 'Platform As A Service (PaaS)', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=ddcb8a3f592f1de7&fccid=dd616958bd9ddc12&vjs=3,Part-time
3327,3327,Senior Quality Engineer,S&P Global,"Hyderabad, Telangana",India,Domestic,"['Extract Transform Load (ETL)', 'Automation', 'Systems Development Life Cycle', 'Communication', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=861fd457abbec240&fccid=b716e44d2c6283e7&vjs=3,Full-time
3328,3328,Software QA Engineer,Sigma Solve Inc.,"Ahmedabad, Gujarat",India,Domestic,"['Selenium (Software)', 'Automation', 'Communication', 'Application Programming Interface (API)', 'JIRA', 'JavaScript (Programming Language)']",https://www.indeed.co.in/company/Sigma-Solve/jobs/Software-QA-Engineer-8c213139c138d3a4?fccid=14021e6a465f9c40&vjs=3,Full-time
3329,3329,Senior Java Developer,Japp Tech Pvt Ltd,"Hyderabad, Telangana",India,Domestic,[],https://www.indeed.co.in/company/Japp-Tech-Pvt-Ltd/jobs/Senior-Java-Developer-d308843fd6740ba0?fccid=5d073c586f671631&vjs=3,Full-time
3330,3330,Cloud Operations Engineer,Careers at Tide,"Hyderabad, Telangana",India,Domestic,"['CompTIA Security+', 'Terraform', 'Application Programming Interface (API)', 'Site Reliability Engineering', 'Kubernetes', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=ea9a6061754ef7ee&fccid=a8ce136a1b08c90d&vjs=3,Contract
3331,3331,Lead Software Engineer,SaffronBizz Solutions LLP,"Pune, Maharashtra",India,Domestic,"['Data Analysis', 'Communication', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Internet Of Things (IoT)']",https://www.indeed.co.in/company/SaffronBizz-Solutions-LLP/jobs/Lead-Software-Engineer-75240f7bc390a8c4?fccid=0b6edb32bc1ff463&vjs=3,Internship
3332,3332,Component Engineer,AMP - Auto Motive Power,"Bengaluru, Karnataka",India,Domestic,"['Service Level Management', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=193c5005e6e02821&fccid=074512db0acbb2d3&vjs=3,Internship
3333,3333,Software Engineer Intern,Code Garage,"Mohali, Punjab",India,Domestic,"['Graphics Processing Unit (GPU)', 'Communication', 'JavaScript (Programming Language)']",https://www.indeed.co.in/company/Code-Garage/jobs/Software-Engineer-Intern-50582933c3189e4d?fccid=3873b118701b8d70&vjs=3,Internship
3334,3334,QA Engineer,Enzo Info Solutions Pvt. Ltd.,"Jasola, Delhi, Delhi",India,Domestic,"['Selenium (Software)', 'JSON', 'Agile Methodology', 'Automation', 'Application Programming Interface (API)', 'JIRA', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/company/Enzo-Info-Solutions-Pvt.-Ltd./jobs/QA-Engineer-2076b783a1a3035d?fccid=404e1c9e7c054607&vjs=3,Contract
3335,3335,QA Automation Engineer,Wits Innovation Lab,"Delhi, Delhi",India,Domestic,"['Selenium (Software)', 'Agile Methodology', 'Automation', 'Communication', 'Presentations', 'Git (Version Control System)', 'JIRA', 'JavaScript (Programming Language)']",https://www.indeed.co.in/company/WITS-INNOVATION-LAB/jobs/QA-Automation-Engineer-1766c45488b22317?fccid=d254a3f97aa556e9&vjs=3,Temporary
3336,3336,Senior Software Engineer (BackEnd Developer),Maersk,"Bengaluru, Karnataka",India,Domestic,"['Apache Cassandra', 'CompTIA Security+', 'Network Address Translation', 'Software Quality (SQA/SQC)', 'Test-Driven Development (TDD)', 'Docker (Software)', 'Continuous Delivery', 'User Experience (UX)', 'Database Management Systems', 'NoSQL', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'DevSecOps', 'JavaScript (Programming Language)', 'CI/CD', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=124c9b37fd098480&fccid=14e7391c55beeb80&vjs=3,Temporary
3337,3337,Sr. Full Stack Developer,Alliance Recruitment Agency,"Bengaluru, Karnataka",India,Domestic,"['Redis', 'Grafana', 'Docker (Software)', 'CI/CD', 'Linux', 'NoSQL', 'Command-Line Interface', 'Git (Version Control System)', 'Application Programming Interface (API)', 'OAuth', 'Kubernetes', 'Network Address Translation', 'JavaScript (Programming Language)', 'Serverless Computing', 'Prometheus (Software)', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=412731a192407a9e&fccid=665aa112796624ce&vjs=3,Contract
3338,3338,Back-End Java Developer,Talent'd HR Solutions,"Delhi, Delhi",India,Domestic,"['Model View Controller', 'Test-Driven Development (TDD)']",https://www.indeed.co.in/rc/clk?jk=05d41208efeeeb8d&fccid=9bf15d65eec34e42&vjs=3,Part-time
3339,3339,Assistant Manager- Webmethods Developer- Pune,Vodafone,"Pune, Maharashtra",India,Domestic,"['CompTIA Security+', 'Git (Version Control System)', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=937932cc04386617&fccid=374d720d3973ca1c&vjs=3,Temporary
3340,3340,Engineer / Sr. Engineer - Purchase,Optimus Enviropro Pvt. Ltd.,"Chandigarh, Chandigarh",India,Domestic,[],https://www.indeed.co.in/company/OPTIMUS-ENVIROPRO-PVT.-LTD./jobs/Engineer-4f3c9c1d2c14a8d6?fccid=adf9f4c01afa7326&vjs=3,Temporary
3341,3341,Production Services Technology Lead - Vice President,Deutsche Bank,"Pune, Maharashtra",India,Domestic,['Network Address Translation'],https://www.indeed.co.in/rc/clk?jk=2ee3df8d46318366&fccid=f1d8e147024abb3f&vjs=3,Internship
3342,3342,System AdministratorSystem Engineer Application Support Engineer,Stalwart Themius,"Mumbai, Maharashtra",India,Domestic,"['Process Improvement', 'CompTIA Security+', 'Operating Systems', 'Linux', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=6605dd7b2d141c0a&fccid=eacff9f843aeb4e5&vjs=3,Part-time
3343,3343,Software Developer (Payment Processing Switch),Springr Creatives Pvt Ltd,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Communication', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/company/Springr-Creatives-Pvt-Ltd/jobs/Software-Developer-9a8387f47f521a4b?fccid=3d61ffec18e1ff0c&vjs=3,Part-time
3344,3344,IT Support Engineer II,ZoomInfo Technologies LLC,"Chennai, Tamil Nadu",India,Domestic,"['Sales', 'Computer-Aided Design', 'Adaptability', 'Communication', 'Application Programming Interface (API)', 'Collaborative Software', 'Customer Service', 'Teamwork']",https://www.indeed.co.in/rc/clk?jk=2ed24fd5a6505776&fccid=56c25448bab54e90&vjs=3,Internship
3345,3345,Senior Cloud Engineer(Remote),Ultrafly Solutions,"Bengaluru, Karnataka",India,Domestic,"['Shell Script', 'Presentation Design', 'Automation', 'Linux', 'Communication', 'Kubernetes', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/company/Ultrafly-Solutions/jobs/Senior-Cloud-Engineer-672c25d176e06d66?fccid=86d121d38418cb40&vjs=3,Contract
3346,3346,Salesforce Platform Developer - I (Remote),PYC India Consulting Pvt. Ltd.,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Sales', 'Salesforce', 'HyperText Markup Language (HTML)', 'Agile Methodology', 'Automation', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/company/PYC-India-Consulting-Pvt.-Ltd./jobs/Salesforce-Platform-Developer-4ff485c098398674?fccid=532b462b2f93e761&vjs=3,Full-time
3347,3347,Technical Sales Engineer,Roop Ultrasonix Ltd,"Mumbai, Maharashtra",India,Domestic,"['Sales', 'Market Research']",https://www.indeed.co.in/company/ROOP-ULTRASONIX-LTD/jobs/Technical-Sales-Engineer-16320462919380be?fccid=aec256fb68d3addb&vjs=3,Part-time
3348,3348,Window and Linux Admin,OAC,"Delhi, Delhi",India,Domestic,"['Graphical User Interface', 'IBM Z/VM', 'Automation', 'Linux', 'Leadership', 'JavaScript (Programming Language)', 'Command-Line Interface']",https://www.indeed.co.in/company/OAC/jobs/Window-Linux-Admin-f6e2ff3607cbf041?fccid=d48a803471e2ba9b&vjs=3,Part-time
3349,3349,Senior Software Engineer,Code Garage,"Mohali, Punjab",India,Domestic,"['Application Programming Interface (API)', 'Microservices']",https://www.indeed.co.in/company/Code-Garage/jobs/Senior-Software-Engineer-5c97933ed837b49d?fccid=3873b118701b8d70&vjs=3,Full-time
3350,3350,Test Engineer - ERP testing,looper development Services privet limited,"Bengaluru, Karnataka",India,Domestic,"['Integration Testing', 'Graphical User Interface', 'Systems Development Life Cycle', 'Communication', 'JavaScript (Programming Language)', 'Supply Chain Management', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/company/looper-development-Services-privet-limited/jobs/Test-Engineer-90f5a2e431669251?fccid=e7efd9cf757ed138&vjs=3,Temporary
3351,3351,Deployment and Support Engineer,aPriori Technologies,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Operating Systems', 'Computer-Aided Design', 'Product Management', 'Communication', 'Empathy', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=faeab9f2432c26d4&fccid=c59adafa6f66a09a&vjs=3,Contract
3352,3352,Application Support Database Analyst,Oracle,"Bengaluru, Karnataka",India,Domestic,"['Service Level Management', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=bf9e11b25c75d604&fccid=cd22d01053af7669&vjs=3,Part-time
3353,3353,C# Windows Application Developer,Gravityloft Solutions,"Gurgaon, Haryana",India,Domestic,"['JIRA', 'JavaScript (Programming Language)', 'Application Programming Interface (API)']",https://www.indeed.co.in/company/Gravityloft-Solutions/jobs/Csharp-Window-Application-Developer-0222199348052ffa?fccid=1f92cddb053f5c62&vjs=3,Internship
3354,3354,HR Executive,AACORD INDUSTRIES,"Dhayari, Pune, Maharashtra",India,Domestic,"['Employee Relations', 'Communication', 'JavaScript (Programming Language)', 'Teamwork']",https://www.indeed.co.in/company/Aacord/jobs/Human-Resource-Executive-fa0109f375180c10?fccid=3024df08e27bdbac&vjs=3,Part-time
3355,3355,ASP.NET / C# Developer,Wherrelz IT Solutions Ltd,"Panvel, Maharashtra",India,Domestic,"['Process Improvement', 'CompTIA Security+', 'Graphical User Interface', 'Health Insurance Portability And Accountability Act (HIPAA) Compliance', 'Software As A Service (SaaS)', 'Unit Testing', 'Communication', 'Systems Development Life Cycle', 'Git (Version Control System)', 'Service Level Management', 'Customer Service', 'Software Development Life Cycle', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Organizational Skills', 'Network Address Translation']",https://www.indeed.co.in/company/Wherrelz-IT-Solutions-Pvt-Ltd/jobs/ASP-Net-36211feff0728059?fccid=60476a3628c99295&vjs=3,Full-time
3356,3356,Cloud Administrator,Talent Rep,"Delhi, Delhi",India,Domestic,"['Public Cloud', 'Hybrid Cloud Computing', 'Load Balancing', 'Database Management Systems', 'Software As A Service (SaaS)', 'Infrastructure As A Service (IaaS)', 'Platform As A Service (PaaS)', 'JavaScript (Programming Language)', 'CI/CD']",https://www.indeed.co.in/company/Talent-Rep/jobs/Cloud-Administrator-b894c571de9b08fc?fccid=5264f3951e4bcb23&vjs=3,Temporary
3357,3357,Software Engineer,Idea Infinity IT Solutions Pvt Ltd,"Bengaluru, Karnataka",India,Domestic,"['HyperText Markup Language (HTML)', 'Model View Controller', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Network Address Translation', 'JavaScript (Programming Language)', 'WebSocket']",https://www.indeed.co.in/company/Idea-Infinity-IT-solutions-Pvt-Ltd/jobs/Software-Engineer-6cbd7e36f55b5f8e?fccid=b961483af6168eac&vjs=3,Part-time
3358,3358,Senior DevOps Engineer,Nium,"Bengaluru, Karnataka",India,Domestic,"['Process Improvement', 'Automation', 'Linux', 'Jenkins', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'CI/CD', 'Teamwork', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=7647e96e02db11dc&fccid=283ce08485ad27b9&vjs=3,Temporary
3359,3359,Sales Executive,Eveez TravelTech Experiences P. Ltd.,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Business Development', 'Customer Service', 'Leadership', 'Active Listening', 'Network Address Translation']",https://www.indeed.co.in/company/Eveez-TravelTech-Experiences-P.-Ltd./jobs/Sales-Executive-cb5d8489be892373?fccid=6bb3f61b0c451718&vjs=3,Internship
3360,3360,L2 Linux and VM Ware Administrator,OAC,"Delhi, Delhi",India,Domestic,"['CompTIA Security+', 'Nagios', 'Operating Systems', 'Automation', 'Linux', 'Communication', 'Command-Line Interface', 'Organizational Skills']",https://www.indeed.co.in/company/OAC/jobs/Linux-Vm-Ware-Administrator-897a1f95f607b44c?fccid=d48a803471e2ba9b&vjs=3,Contract
3361,3361,Associate Database Engineer,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Shell Script', 'Analytical Skills', 'Database Management Systems', 'Linux', 'Communication', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Organizational Skills', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=a0335960f4f931fe&fccid=2d181105260f6454&vjs=3,Contract
3362,3362,Software Quality Assurance Engineer Informatics,Labcorp,"Bengaluru, Karnataka",India,Domestic,"['Selenium (Software)', 'Automation', 'NoSQL', 'Communication', 'Internet Of Things (IoT)', 'Test Automation', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Organizational Skills', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=86a7f39e663b972e&fccid=a3163e1f583839d0&vjs=3,Internship
3363,3363,Product Support Engineer II,UiPath,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Stakeholder Management', 'MATLAB', 'Business Intelligence', 'Agile Methodology', 'Robotic Process Automation', 'Creativity', 'Communication', 'Git (Version Control System)', 'Project Management', 'Operational Efficiency', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=e2c1e308446c5520&fccid=13eb996a084cac98&vjs=3,Contract
3364,3364,Production Support Engineer Staff,Hubbell Incorporated,"Hyderabad, Telangana",India,Domestic,"['CompTIA Security+', 'Analytical Skills', 'Communication', 'Application Programming Interface (API)', 'JIRA', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=fdd5deb6a64ac554&fccid=4dbe6e6e573d1d65&vjs=3,Internship
3365,3365,Sr System Engineer I,Syniverse,"Bengaluru, Karnataka",India,Domestic,"['Communication', 'Interpersonal Communications', 'Project Management', 'Leadership', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=fc5ec05413146ce4&fccid=f9af5aebcecd8ef2&vjs=3,Part-time
3366,3366,Senior Info Security Engineer,Principal Global Services,"Pune, Maharashtra",India,Domestic,"['CompTIA Security+', 'JSON', 'Terraform', 'Git (Version Control System)', 'Application Programming Interface (API)', 'Test Automation', 'JavaScript (Programming Language)']",https://www.indeed.co.in/rc/clk?jk=c86672ddbdba21bb&fccid=465a5180e479c046&vjs=3,Part-time
